job_title,experience_level,years_of_experience,education_required,annual_salary_usd,country,remote_work,company_size,industry
RAG Engineer,Lead (10+ yrs),5,Bachelor's,260000.0,France,Fully Remote,Mid-size (501-5000),Technology
AI Agent Developer,Entry (0-2 yrs),6,Bootcamp/Self-taught,155000.0,UAE,Hybrid,Mid-size (501-5000),Education
Senior ML Engineer,Senior (6-9 yrs),9,Bootcamp/Self-taught,316000.0,USA,On-site,Enterprise (5000+),Automotive
Senior Data Scientist,Senior (6-9 yrs),6,Master's,223000.0,Netherlands,Fully Remote,Big Tech (FAANG+),Healthcare
Generative AI Engineer,Senior (6-9 yrs),8,Associate's,221000.0,Singapore,Hybrid,Enterprise (5000+),Government
ML Engineer,Senior (6-9 yrs),6,Bachelor's,120000.0,India,Fully Remote,Mid-size (501-5000),Government
Multimodal AI Engineer,Entry (0-2 yrs),6,Bootcamp/Self-taught,165000.0,USA,On-site,Mid-size (501-5000),Retail
Prompt Engineer,Mid (3-5 yrs),3,Associate's,105000.0,UK,Fully Remote,Mid-size (501-5000),Finance
AI Agent Developer,Entry (0-2 yrs),3,Bootcamp/Self-taught,155000.0,USA,Fully Remote,Startup (1-50),Technology
LLM Engineer,Senior (6-9 yrs),8,Associate's,193000.0,Global,Fully Remote,Startup (1-50),Energy
AI Infrastructure Eng,Lead (10+ yrs),8,PhD,228000.0,France,Hybrid,Startup (1-50),Consulting
Data Scientist,Lead (10+ yrs),2,Master's,200000.0,USA,Hybrid,Startup (1-50),Consulting
AI Agent Developer,Mid (3-5 yrs),2,Bootcamp/Self-taught,202000.0,USA,Hybrid,Mid-size (501-5000),Education
Generative AI Engineer,Mid (3-5 yrs),3,Bachelor's,177000.0,Netherlands,Hybrid,Mid-size (501-5000),Automotive
AI Compliance Manager,Senior (6-9 yrs),3,Associate's,196000.0,USA,Hybrid,Mid-size (501-5000),Consulting
RAG Engineer,Lead (10+ yrs),7,Bachelor's,145000.0,China,Hybrid,SME (51-500),Energy
AI Business Analyst,Mid (3-5 yrs),7,Bootcamp/Self-taught,95000.0,UK,On-site,Mid-size (501-5000),Automotive
Computer Vision Engineer,Lead (10+ yrs),7,Bachelor's,295000.0,Japan,Fully Remote,Big Tech (FAANG+),Automotive
Multimodal AI Engineer,Senior (6-9 yrs),3,Master's,221000.0,Netherlands,Fully Remote,Startup (1-50),Healthcare
Robotics Engineer (AI),Entry (0-2 yrs),3,Master's,125000.0,Japan,Fully Remote,Startup (1-50),Media
Senior ML Engineer,Senior (6-9 yrs),8,Master's,227000.0,Singapore,Hybrid,Startup (1-50),Healthcare
AI Engineer,Lead (10+ yrs),8,Bachelor's,224000.0,Canada,Fully Remote,Enterprise (5000+),Media
Deep Learning Engineer,Senior (6-9 yrs),8,Bachelor's,324000.0,USA,Hybrid,Big Tech (FAANG+),Energy
Generative AI Engineer,Entry (0-2 yrs),6,PhD,150000.0,Canada,Hybrid,Startup (1-50),Retail
Generative AI Engineer,Entry (0-2 yrs),4,Bachelor's,150000.0,France,On-site,Enterprise (5000+),Finance
AI Business Analyst,Entry (0-2 yrs),8,PhD,113000.0,USA,Hybrid,SME (51-500),Technology
Senior ML Engineer,Entry (0-2 yrs),5,Bachelor's,279000.0,USA,On-site,Big Tech (FAANG+),Healthcare
Deep Learning Engineer,Mid (3-5 yrs),7,Bootcamp/Self-taught,141000.0,USA,Fully Remote,SME (51-500),Automotive
MLOps Engineer,Entry (0-2 yrs),7,Bootcamp/Self-taught,130000.0,Germany,On-site,SME (51-500),Consulting
Multimodal AI Engineer,Mid (3-5 yrs),7,PhD,210000.0,Australia,Hybrid,SME (51-500),Finance
AI Product Manager,Senior (6-9 yrs),10,Bootcamp/Self-taught,196000.0,Netherlands,Hybrid,Enterprise (5000+),Retail
Generative AI Engineer,Senior (6-9 yrs),4,Master's,340000.0,Switzerland,On-site,Big Tech (FAANG+),Media
AI Ethics Officer,Mid (3-5 yrs),6,Bootcamp/Self-taught,110000.0,Australia,Hybrid,Mid-size (501-5000),Media
Computer Vision Engineer,Lead (10+ yrs),4,Bachelor's,215000.0,UAE,Hybrid,Mid-size (501-5000),Consulting
Prompt Engineer,Entry (0-2 yrs),1,Bootcamp/Self-taught,90000.0,India,Hybrid,Mid-size (501-5000),Finance
AI Ethics Officer,Senior (6-9 yrs),12,Bootcamp/Self-taught,176000.0,UK,Fully Remote,Big Tech (FAANG+),Government
Robotics Engineer (AI),Mid (3-5 yrs),4,Master's,139000.0,Switzerland,Hybrid,SME (51-500),Consulting
Senior ML Engineer,Mid (3-5 yrs),9,Bachelor's,231000.0,Germany,Hybrid,Big Tech (FAANG+),Finance
AI Compliance Manager,Mid (3-5 yrs),3,Bachelor's,181000.0,Switzerland,On-site,Big Tech (FAANG+),Automotive
Data Scientist,Senior (6-9 yrs),2,Bootcamp/Self-taught,176000.0,USA,Hybrid,Mid-size (501-5000),Healthcare
Prompt Engineer,Mid (3-5 yrs),5,Master's,161000.0,USA,Hybrid,Enterprise (5000+),Education
Deep Learning Engineer,Lead (10+ yrs),4,Associate's,206000.0,Australia,Hybrid,Mid-size (501-5000),Finance
AI Security Engineer,Mid (3-5 yrs),3,Master's,234000.0,USA,Hybrid,Big Tech (FAANG+),Retail
Senior Data Scientist,Mid (3-5 yrs),11,Associate's,157000.0,UK,On-site,Startup (1-50),Manufacturing
AI Engineer,Mid (3-5 yrs),7,Associate's,135000.0,USA,On-site,Mid-size (501-5000),Research
MLOps Engineer,Mid (3-5 yrs),4,Bachelor's,135000.0,France,Hybrid,Mid-size (501-5000),Retail
AI Engineer,Entry (0-2 yrs),3,Bachelor's,194000.0,USA,Hybrid,Big Tech (FAANG+),Government
Data Engineer (AI),Senior (6-9 yrs),5,Master's,263000.0,USA,On-site,Mid-size (501-5000),Automotive
AI Compliance Manager,Mid (3-5 yrs),7,Master's,100000.0,China,Hybrid,Big Tech (FAANG+),Retail
NLP Engineer,Lead (10+ yrs),4,Master's,259000.0,UAE,Hybrid,SME (51-500),Media
Prompt Engineer,Lead (10+ yrs),3,Master's,208000.0,USA,Fully Remote,Mid-size (501-5000),Manufacturing
Generative AI Engineer,Mid (3-5 yrs),8,PhD,193000.0,Singapore,Fully Remote,Mid-size (501-5000),Retail
AI Compliance Manager,Senior (6-9 yrs),5,Master's,135000.0,UK,Hybrid,Startup (1-50),Consulting
Deep Learning Engineer,Senior (6-9 yrs),6,Bachelor's,195000.0,UAE,Fully Remote,Mid-size (501-5000),Research
AI Agent Developer,Mid (3-5 yrs),4,Master's,257000.0,USA,Fully Remote,Enterprise (5000+),Energy
Prompt Engineer,Entry (0-2 yrs),2,Bachelor's,120000.0,Japan,On-site,Big Tech (FAANG+),Media
AI Agent Developer,Senior (6-9 yrs),7,Associate's,212000.0,Global,Hybrid,Mid-size (501-5000),Finance
Data Scientist,Mid (3-5 yrs),5,Master's,138000.0,Japan,Hybrid,Mid-size (501-5000),Automotive
Senior ML Engineer,Entry (0-2 yrs),11,PhD,212000.0,USA,Hybrid,Mid-size (501-5000),Government
Senior Data Scientist,Entry (0-2 yrs),5,Master's,157000.0,Netherlands,On-site,Startup (1-50),Government
AI Compliance Manager,Senior (6-9 yrs),9,PhD,201000.0,USA,On-site,Mid-size (501-5000),Energy
MLOps Engineer,Lead (10+ yrs),4,Master's,183000.0,Japan,Hybrid,Startup (1-50),Consulting
AI Engineer,Senior (6-9 yrs),2,Associate's,100000.0,China,Fully Remote,Startup (1-50),Government
LLM Engineer,Lead (10+ yrs),4,Bachelor's,360000.0,France,On-site,Big Tech (FAANG+),Energy
AI Research Scientist,Mid (3-5 yrs),6,Master's,163000.0,USA,On-site,Startup (1-50),Consulting
Deep Learning Engineer,Mid (3-5 yrs),8,Associate's,174000.0,France,Fully Remote,Big Tech (FAANG+),Government
AI Engineer,Lead (10+ yrs),6,Associate's,159000.0,Japan,Hybrid,SME (51-500),Government
Multimodal AI Engineer,Senior (6-9 yrs),9,Associate's,214000.0,USA,Hybrid,SME (51-500),Automotive
AI Research Scientist,Entry (0-2 yrs),12,Bachelor's,130000.0,Global,On-site,SME (51-500),Finance
ML Engineer,Entry (0-2 yrs),4,Associate's,157000.0,USA,Fully Remote,Enterprise (5000+),Government
Prompt Engineer,Senior (6-9 yrs),3,Master's,166000.0,USA,Fully Remote,Startup (1-50),Technology
Senior Data Scientist,Senior (6-9 yrs),6,Bachelor's,157000.0,China,Hybrid,SME (51-500),Media
Senior Data Scientist,Mid (3-5 yrs),11,Master's,157000.0,Canada,Hybrid,Mid-size (501-5000),Healthcare
NLP Engineer,Mid (3-5 yrs),8,Bootcamp/Self-taught,153000.0,UAE,Fully Remote,Mid-size (501-5000),Research
ML Engineer,Senior (6-9 yrs),6,PhD,336000.0,USA,Fully Remote,Enterprise (5000+),Research
AI Agent Developer,Mid (3-5 yrs),4,Bachelor's,258000.0,USA,Fully Remote,Enterprise (5000+),Automotive
AI Product Manager,Senior (6-9 yrs),7,Master's,174000.0,Netherlands,On-site,Startup (1-50),Research
AI Engineer,Lead (10+ yrs),7,Associate's,142000.0,Singapore,Fully Remote,Startup (1-50),Finance
Data Scientist,Mid (3-5 yrs),8,Bachelor's,138000.0,Germany,Hybrid,Enterprise (5000+),Media
Robotics Engineer (AI),Mid (3-5 yrs),3,Bachelor's,212000.0,USA,On-site,SME (51-500),Consulting
Senior ML Engineer,Senior (6-9 yrs),12,Bootcamp/Self-taught,307000.0,USA,Hybrid,Mid-size (501-5000),Media
RAG Engineer,Lead (10+ yrs),2,Bachelor's,310000.0,Switzerland,Hybrid,Mid-size (501-5000),Manufacturing
Multimodal AI Engineer,Lead (10+ yrs),9,Master's,269000.0,UAE,Hybrid,Startup (1-50),Government
AI Research Scientist,Mid (3-5 yrs),8,PhD,224000.0,Germany,Fully Remote,Big Tech (FAANG+),Manufacturing
Robotics Engineer (AI),Lead (10+ yrs),6,Master's,125000.0,India,Hybrid,Mid-size (501-5000),Healthcare
LLM Engineer,Mid (3-5 yrs),3,Bootcamp/Self-taught,278000.0,USA,Hybrid,Big Tech (FAANG+),Finance
LLM Engineer,Entry (0-2 yrs),5,Associate's,160000.0,Japan,Fully Remote,Mid-size (501-5000),Finance
AI Business Analyst,Entry (0-2 yrs),3,Bachelor's,95000.0,UK,On-site,Mid-size (501-5000),Manufacturing
AI Ethics Officer,Mid (3-5 yrs),9,Bootcamp/Self-taught,110000.0,UAE,Fully Remote,Startup (1-50),Technology
AI Business Analyst,Entry (0-2 yrs),3,Associate's,95000.0,UAE,Hybrid,Enterprise (5000+),Media
AI Compliance Manager,Entry (0-2 yrs),9,PhD,121000.0,Netherlands,Fully Remote,Enterprise (5000+),Education
AI Product Manager,Senior (6-9 yrs),10,PhD,140000.0,India,On-site,Enterprise (5000+),Manufacturing
Data Engineer (AI),Mid (3-5 yrs),3,Bachelor's,189000.0,UK,Hybrid,Big Tech (FAANG+),Technology
AI Research Scientist,Senior (6-9 yrs),12,PhD,299000.0,USA,Fully Remote,Mid-size (501-5000),Research
Generative AI Engineer,Senior (6-9 yrs),2,Master's,300000.0,USA,On-site,Mid-size (501-5000),Finance
Senior ML Engineer,Entry (0-2 yrs),11,Bachelor's,227000.0,USA,Fully Remote,Enterprise (5000+),Healthcare
Data Engineer (AI),Senior (6-9 yrs),4,PhD,264000.0,Global,Fully Remote,Enterprise (5000+),Media
Generative AI Engineer,Entry (0-2 yrs),7,Associate's,177000.0,USA,Fully Remote,Enterprise (5000+),Research
AI Product Manager,Mid (3-5 yrs),8,Associate's,158000.0,USA,Hybrid,SME (51-500),Consulting
AI Infrastructure Eng,Mid (3-5 yrs),5,PhD,241000.0,UK,Hybrid,Big Tech (FAANG+),Government
RAG Engineer,Lead (10+ yrs),6,Associate's,282000.0,USA,Hybrid,SME (51-500),Automotive
AI Ethics Officer,Mid (3-5 yrs),5,Master's,110000.0,Canada,On-site,SME (51-500),Healthcare
AI Solutions Architect,Lead (10+ yrs),11,PhD,384000.0,UAE,Fully Remote,Big Tech (FAANG+),Retail
AI Product Manager,Entry (0-2 yrs),5,PhD,211000.0,USA,Fully Remote,Enterprise (5000+),Healthcare
Deep Learning Engineer,Mid (3-5 yrs),6,Bachelor's,192000.0,Global,Hybrid,Mid-size (501-5000),Consulting
Generative AI Engineer,Mid (3-5 yrs),7,Master's,172000.0,USA,Hybrid,Startup (1-50),Government
Senior Data Scientist,Lead (10+ yrs),8,Master's,261600.0,Canada,Hybrid,Big Tech (FAANG+),Automotive
Data Scientist,Mid (3-5 yrs),2,Bachelor's,138000.0,USA,Hybrid,Mid-size (501-5000),Energy
Data Engineer (AI),Entry (0-2 yrs),6,Master's,130000.0,Australia,On-site,Startup (1-50),Retail
Deep Learning Engineer,Entry (0-2 yrs),10,Master's,179000.0,USA,Hybrid,Mid-size (501-5000),Media
Prompt Engineer,Entry (0-2 yrs),2,Bootcamp/Self-taught,98000.0,Netherlands,Fully Remote,Big Tech (FAANG+),Automotive
LLM Engineer,Lead (10+ yrs),8,PhD,360000.0,Global,Fully Remote,Big Tech (FAANG+),Healthcare
Prompt Engineer,Entry (0-2 yrs),1,Associate's,92000.0,USA,Hybrid,Startup (1-50),Finance
Robotics Engineer (AI),Entry (0-2 yrs),5,PhD,260000.0,USA,Hybrid,Big Tech (FAANG+),Automotive
Senior ML Engineer,Senior (6-9 yrs),12,Associate's,330000.0,USA,Hybrid,Mid-size (501-5000),Energy
Prompt Engineer,Lead (10+ yrs),5,Bachelor's,90000.0,China,Fully Remote,Mid-size (501-5000),Retail
AI Security Engineer,Lead (10+ yrs),7,Bachelor's,185000.0,UK,Fully Remote,SME (51-500),Finance
ML Engineer,Mid (3-5 yrs),4,Associate's,222000.0,USA,Hybrid,Mid-size (501-5000),Retail
LLM Engineer,Lead (10+ yrs),3,Master's,166000.0,China,Fully Remote,Big Tech (FAANG+),Government
Computer Vision Engineer,Mid (3-5 yrs),6,PhD,159000.0,UK,Fully Remote,SME (51-500),Research
AI Engineer,Entry (0-2 yrs),6,Associate's,124000.0,USA,Hybrid,Enterprise (5000+),Consulting
Senior ML Engineer,Lead (10+ yrs),6,Master's,345000.0,UK,On-site,Mid-size (501-5000),Media
Generative AI Engineer,Lead (10+ yrs),2,Associate's,299000.0,UK,Hybrid,Big Tech (FAANG+),Education
Senior ML Engineer,Lead (10+ yrs),6,Bachelor's,374400.0,France,Fully Remote,Big Tech (FAANG+),Education
AI Agent Developer,Entry (0-2 yrs),7,Associate's,157000.0,USA,On-site,Mid-size (501-5000),Government
Robotics Engineer (AI),Senior (6-9 yrs),10,Bootcamp/Self-taught,131000.0,Japan,Hybrid,SME (51-500),Research
AI Solutions Architect,Senior (6-9 yrs),8,Bachelor's,340000.0,USA,Fully Remote,SME (51-500),Energy
RAG Engineer,Mid (3-5 yrs),3,PhD,287000.0,USA,On-site,Enterprise (5000+),Finance
Multimodal AI Engineer,Mid (3-5 yrs),4,Bootcamp/Self-taught,160000.0,China,Hybrid,SME (51-500),Retail
Data Engineer (AI),Lead (10+ yrs),6,Master's,183000.0,Germany,On-site,Mid-size (501-5000),Retail
Generative AI Engineer,Mid (3-5 yrs),6,PhD,354000.0,USA,On-site,Big Tech (FAANG+),Healthcare
AI Product Manager,Lead (10+ yrs),8,Bootcamp/Self-taught,140000.0,China,Fully Remote,SME (51-500),Retail
AI Business Analyst,Entry (0-2 yrs),3,Bachelor's,95000.0,Germany,On-site,Mid-size (501-5000),Research
RAG Engineer,Lead (10+ yrs),3,Master's,336000.0,Japan,Hybrid,Big Tech (FAANG+),Government
MLOps Engineer,Senior (6-9 yrs),6,Master's,243000.0,UAE,Hybrid,Big Tech (FAANG+),Government
AI Ethics Officer,Entry (0-2 yrs),8,Associate's,110000.0,Switzerland,Hybrid,Mid-size (501-5000),Manufacturing
AI Product Manager,Entry (0-2 yrs),8,Bootcamp/Self-taught,140000.0,France,On-site,Startup (1-50),Finance
AI Infrastructure Eng,Lead (10+ yrs),7,Master's,324000.0,Global,Fully Remote,Mid-size (501-5000),Retail
Robotics Engineer (AI),Entry (0-2 yrs),3,Bachelor's,126000.0,UAE,On-site,Enterprise (5000+),Healthcare
Computer Vision Engineer,Lead (10+ yrs),9,PhD,305000.0,Switzerland,Hybrid,SME (51-500),Media
AI Business Analyst,Entry (0-2 yrs),8,Bootcamp/Self-taught,101000.0,Australia,Hybrid,Big Tech (FAANG+),Consulting
ML Engineer,Senior (6-9 yrs),7,PhD,336000.0,USA,Fully Remote,Enterprise (5000+),Research
Multimodal AI Engineer,Lead (10+ yrs),6,Bootcamp/Self-taught,160000.0,China,On-site,Startup (1-50),Technology
Data Engineer (AI),Entry (0-2 yrs),5,Bachelor's,216000.0,USA,Fully Remote,Big Tech (FAANG+),Energy
RAG Engineer,Mid (3-5 yrs),7,PhD,167000.0,UK,Hybrid,Mid-size (501-5000),Retail
Multimodal AI Engineer,Senior (6-9 yrs),7,Bootcamp/Self-taught,194000.0,Singapore,Hybrid,Mid-size (501-5000),Energy
AI Compliance Manager,Entry (0-2 yrs),7,Master's,100000.0,Canada,Fully Remote,SME (51-500),Energy
LLM Engineer,Entry (0-2 yrs),5,Associate's,160000.0,UK,Hybrid,Startup (1-50),Automotive
AI Engineer,Mid (3-5 yrs),6,Master's,126000.0,Australia,Fully Remote,SME (51-500),Technology
AI Security Engineer,Lead (10+ yrs),3,Bootcamp/Self-taught,208000.0,Australia,Fully Remote,Enterprise (5000+),Finance
NLP Engineer,Senior (6-9 yrs),4,Master's,216000.0,Japan,Hybrid,Mid-size (501-5000),Retail
Deep Learning Engineer,Lead (10+ yrs),7,Master's,324000.0,USA,Hybrid,Enterprise (5000+),Government
LLM Engineer,Entry (0-2 yrs),3,Bachelor's,160000.0,Singapore,Hybrid,Mid-size (501-5000),Technology
Deep Learning Engineer,Mid (3-5 yrs),9,Bootcamp/Self-taught,179000.0,France,Hybrid,Big Tech (FAANG+),Media
AI Agent Developer,Entry (0-2 yrs),6,PhD,229000.0,Global,On-site,Big Tech (FAANG+),Automotive
AI Solutions Architect,Mid (3-5 yrs),7,Bootcamp/Self-taught,213000.0,UAE,Hybrid,Big Tech (FAANG+),Manufacturing
Senior ML Engineer,Senior (6-9 yrs),6,Bootcamp/Self-taught,307000.0,USA,Hybrid,Enterprise (5000+),Healthcare
Senior ML Engineer,Senior (6-9 yrs),7,PhD,253000.0,Switzerland,Hybrid,Startup (1-50),Manufacturing
AI Ethics Officer,Entry (0-2 yrs),10,Bachelor's,177000.0,USA,On-site,Big Tech (FAANG+),Healthcare
Robotics Engineer (AI),Senior (6-9 yrs),10,Bachelor's,125000.0,China,On-site,Mid-size (501-5000),Government
AI Ethics Officer,Senior (6-9 yrs),4,Associate's,159000.0,USA,On-site,Startup (1-50),Consulting
AI Solutions Architect,Mid (3-5 yrs),13,Master's,344000.0,USA,Fully Remote,Big Tech (FAANG+),Retail
Robotics Engineer (AI),Mid (3-5 yrs),10,Master's,149000.0,Canada,Hybrid,Mid-size (501-5000),Finance
AI Ethics Officer,Entry (0-2 yrs),5,Master's,144000.0,USA,Hybrid,Mid-size (501-5000),Media
Generative AI Engineer,Senior (6-9 yrs),8,Associate's,232000.0,Singapore,Fully Remote,Enterprise (5000+),Retail
AI Infrastructure Eng,Mid (3-5 yrs),4,Associate's,140000.0,Germany,Hybrid,Mid-size (501-5000),Technology
AI Product Manager,Senior (6-9 yrs),8,Bootcamp/Self-taught,145000.0,Singapore,Hybrid,Startup (1-50),Technology
Data Scientist,Lead (10+ yrs),2,Associate's,216000.0,USA,Fully Remote,Startup (1-50),Consulting
AI Product Manager,Mid (3-5 yrs),9,Bachelor's,140000.0,Germany,Fully Remote,Startup (1-50),Healthcare
Deep Learning Engineer,Senior (6-9 yrs),8,Bootcamp/Self-taught,216000.0,USA,On-site,Mid-size (501-5000),Research
AI Business Analyst,Mid (3-5 yrs),5,Bachelor's,95000.0,Singapore,On-site,Startup (1-50),Finance
RAG Engineer,Entry (0-2 yrs),6,Associate's,145000.0,France,Hybrid,Startup (1-50),Manufacturing
AI Ethics Officer,Entry (0-2 yrs),10,Bachelor's,110000.0,India,Fully Remote,Big Tech (FAANG+),Research
Multimodal AI Engineer,Senior (6-9 yrs),5,PhD,360000.0,USA,Hybrid,Big Tech (FAANG+),Healthcare
Deep Learning Engineer,Senior (6-9 yrs),5,Master's,229000.0,Australia,Hybrid,Mid-size (501-5000),Automotive
AI Agent Developer,Senior (6-9 yrs),6,Master's,170000.0,Netherlands,Hybrid,Startup (1-50),Government
AI Solutions Architect,Lead (10+ yrs),8,PhD,384000.0,Canada,On-site,Big Tech (FAANG+),Technology
AI Infrastructure Eng,Senior (6-9 yrs),3,PhD,307000.0,USA,On-site,Enterprise (5000+),Finance
Deep Learning Engineer,Entry (0-2 yrs),5,Associate's,141000.0,Netherlands,Hybrid,SME (51-500),Consulting
Data Engineer (AI),Entry (0-2 yrs),6,Associate's,130000.0,Canada,Hybrid,Big Tech (FAANG+),Education
RAG Engineer,Lead (10+ yrs),4,Master's,336000.0,USA,On-site,Big Tech (FAANG+),Healthcare
Senior Data Scientist,Senior (6-9 yrs),12,Bachelor's,177000.0,USA,Hybrid,Startup (1-50),Manufacturing
AI Engineer,Mid (3-5 yrs),7,Bachelor's,125000.0,USA,Fully Remote,Startup (1-50),Research
AI Security Engineer,Senior (6-9 yrs),9,Bachelor's,270000.0,USA,Hybrid,Enterprise (5000+),Education
Multimodal AI Engineer,Entry (0-2 yrs),9,Bootcamp/Self-taught,190000.0,USA,Fully Remote,SME (51-500),Research
Robotics Engineer (AI),Lead (10+ yrs),4,Bootcamp/Self-taught,137000.0,Germany,Fully Remote,Startup (1-50),Media
LLM Engineer,Mid (3-5 yrs),8,Bachelor's,193000.0,UK,Hybrid,Enterprise (5000+),Government
Prompt Engineer,Senior (6-9 yrs),4,Associate's,109000.0,Singapore,Fully Remote,Startup (1-50),Retail
AI Product Manager,Senior (6-9 yrs),8,Master's,175000.0,Japan,Hybrid,Mid-size (501-5000),Research
NLP Engineer,Senior (6-9 yrs),7,Master's,348000.0,USA,Fully Remote,Big Tech (FAANG+),Automotive
Multimodal AI Engineer,Lead (10+ yrs),8,Bachelor's,300000.0,UAE,Fully Remote,Enterprise (5000+),Manufacturing
AI Compliance Manager,Senior (6-9 yrs),10,Master's,137000.0,Canada,Fully Remote,SME (51-500),Automotive
AI Engineer,Senior (6-9 yrs),4,Associate's,100000.0,India,Hybrid,Mid-size (501-5000),Government
Senior Data Scientist,Entry (0-2 yrs),6,PhD,157000.0,UK,Fully Remote,Mid-size (501-5000),Manufacturing
AI Compliance Manager,Entry (0-2 yrs),4,Bachelor's,100000.0,Switzerland,Fully Remote,SME (51-500),Manufacturing
Data Engineer (AI),Lead (10+ yrs),4,Associate's,156000.0,Germany,Fully Remote,SME (51-500),Consulting
Senior Data Scientist,Lead (10+ yrs),11,Bootcamp/Self-taught,200000.0,UK,Fully Remote,Enterprise (5000+),Retail
AI Solutions Architect,Entry (0-2 yrs),14,PhD,180000.0,Japan,Hybrid,Startup (1-50),Finance
RAG Engineer,Entry (0-2 yrs),6,Master's,145000.0,France,Hybrid,SME (51-500),Automotive
AI Engineer,Lead (10+ yrs),7,Master's,100000.0,China,On-site,SME (51-500),Healthcare
RAG Engineer,Entry (0-2 yrs),5,PhD,145000.0,China,Hybrid,SME (51-500),Media
ML Engineer,Lead (10+ yrs),4,Associate's,194000.0,UAE,On-site,SME (51-500),Finance
Robotics Engineer (AI),Entry (0-2 yrs),9,Bootcamp/Self-taught,125000.0,Japan,On-site,SME (51-500),Healthcare
AI Research Scientist,Entry (0-2 yrs),6,Associate's,115000.0,UAE,On-site,Startup (1-50),Government
AI Agent Developer,Mid (3-5 yrs),3,Bootcamp/Self-taught,261000.0,USA,On-site,Enterprise (5000+),Retail
AI Compliance Manager,Senior (6-9 yrs),4,Master's,240000.0,USA,Hybrid,Big Tech (FAANG+),Consulting
Generative AI Engineer,Entry (0-2 yrs),6,PhD,150000.0,Germany,Hybrid,Enterprise (5000+),Research
AI Engineer,Lead (10+ yrs),6,Associate's,100000.0,India,Fully Remote,Startup (1-50),Technology
RAG Engineer,Mid (3-5 yrs),2,Bachelor's,154000.0,Global,Hybrid,Startup (1-50),Energy
Prompt Engineer,Mid (3-5 yrs),2,Bachelor's,162000.0,Global,Hybrid,Enterprise (5000+),Media
AI Agent Developer,Mid (3-5 yrs),7,Bachelor's,155000.0,India,On-site,Mid-size (501-5000),Healthcare
LLM Engineer,Lead (10+ yrs),7,PhD,289000.0,Germany,Hybrid,Mid-size (501-5000),Retail
MLOps Engineer,Mid (3-5 yrs),6,Bootcamp/Self-taught,212000.0,USA,Hybrid,Enterprise (5000+),Automotive
AI Business Analyst,Mid (3-5 yrs),2,Bootcamp/Self-taught,123000.0,Netherlands,Hybrid,Big Tech (FAANG+),Research
AI Research Scientist,Mid (3-5 yrs),5,Bootcamp/Self-taught,152000.0,Switzerland,Hybrid,Enterprise (5000+),Consulting
Generative AI Engineer,Senior (6-9 yrs),4,Bachelor's,228000.0,UK,Hybrid,Mid-size (501-5000),Energy
AI Compliance Manager,Mid (3-5 yrs),8,Master's,100000.0,Japan,On-site,SME (51-500),Finance
ML Engineer,Lead (10+ yrs),7,Bachelor's,231000.0,USA,On-site,Startup (1-50),Healthcare
Senior ML Engineer,Mid (3-5 yrs),5,Associate's,246000.0,USA,Fully Remote,Big Tech (FAANG+),Research
Deep Learning Engineer,Senior (6-9 yrs),9,Bootcamp/Self-taught,258000.0,Canada,Hybrid,Big Tech (FAANG+),Research
Senior ML Engineer,Senior (6-9 yrs),9,Bachelor's,353000.0,UK,Hybrid,Big Tech (FAANG+),Automotive
NLP Engineer,Lead (10+ yrs),9,Associate's,348000.0,Switzerland,Fully Remote,Big Tech (FAANG+),Energy
AI Solutions Architect,Lead (10+ yrs),6,PhD,255000.0,France,Fully Remote,Startup (1-50),Healthcare
Generative AI Engineer,Mid (3-5 yrs),3,Master's,196000.0,USA,On-site,SME (51-500),Automotive
Senior ML Engineer,Lead (10+ yrs),5,PhD,374400.0,USA,Hybrid,Enterprise (5000+),Healthcare
Generative AI Engineer,Senior (6-9 yrs),2,Bootcamp/Self-taught,150000.0,India,Fully Remote,Big Tech (FAANG+),Energy
AI Research Scientist,Entry (0-2 yrs),10,PhD,143000.0,USA,Hybrid,Mid-size (501-5000),Retail
ML Engineer,Mid (3-5 yrs),10,Associate's,143000.0,Australia,Hybrid,Mid-size (501-5000),Manufacturing
MLOps Engineer,Mid (3-5 yrs),8,Master's,189000.0,Germany,On-site,Big Tech (FAANG+),Finance
Data Engineer (AI),Entry (0-2 yrs),2,Bachelor's,130000.0,Japan,Hybrid,Enterprise (5000+),Research
AI Research Scientist,Lead (10+ yrs),7,Bootcamp/Self-taught,232000.0,USA,On-site,SME (51-500),Retail
AI Business Analyst,Mid (3-5 yrs),8,Bachelor's,99000.0,Australia,Hybrid,SME (51-500),Retail
AI Solutions Architect,Entry (0-2 yrs),12,PhD,258000.0,USA,Hybrid,SME (51-500),Government
NLP Engineer,Lead (10+ yrs),5,Bootcamp/Self-taught,193000.0,Germany,Hybrid,SME (51-500),Manufacturing
AI Research Scientist,Senior (6-9 yrs),10,Bachelor's,271000.0,USA,On-site,Big Tech (FAANG+),Government
Generative AI Engineer,Entry (0-2 yrs),4,Bootcamp/Self-taught,150000.0,France,Fully Remote,SME (51-500),Automotive
Robotics Engineer (AI),Entry (0-2 yrs),5,Bachelor's,125000.0,UK,Hybrid,SME (51-500),Research
MLOps Engineer,Entry (0-2 yrs),7,Associate's,130000.0,USA,Hybrid,Startup (1-50),Education
LLM Engineer,Lead (10+ yrs),2,PhD,337000.0,Australia,On-site,Mid-size (501-5000),Healthcare
